의도ID,의도유형,의도명,의도그룹,컨텍스트,사용상태,총 사용빈도,질의문 갯수,대표질의문,display질의문,질의문,등록자 / 수정자,등록일 / 수정일,등록일 / 수정일,단순응답
INT50dcefb52d764ca3913985a80a4162ef,조회,일정 조회,EP,"[전처리겸용],일정",사용,1345211,196,[팀장님|J] [어제|D] 일정,일정 조회,"일정 조회,오늘 일정을 알려줘,[홍길동|P] 일정 알려줘,[팀장님|J] 일정 알려줘,[20181225|D] 일정 알려줘,[이지영|P] [오늘|D] 일정 알려줘,[20181225|D] [이지영|P] 일정 알려줘,[이지영|P] [20181225|D] 일정 알려줘,[팀장님|J] [내일|D] 미팅 일정,[홍지희|P] [오늘|D] 일정 조회,일정조회,[김상영|P] [차장|J] [내일|D] 일정,일정은,[상무|J] 일정,[전무님|J] 일정 알려줘,[김상영|P] [차장|J] 일정,[전무|J] 일정 알려줘,[부사장|J] 일정,[선임팀장|J] 일정,[강유경|P] [어제|D] 일정,플래너,planner,[담당님|J] 일정 조회,[담당님|J] 일정,[강유경|P] [차장|J] [어제|D] 일정 조회,스케쥴 확인해줘,스케줄 뭐야,[조우현|P] 일정,[팀장|J] 일정,[팀장님|J] [내일|D] 회의 일정,[전무님|J] 일정,[전무님|J] [오늘|D] 일정 조회,[전무님|J] [어제|D] 업무 일정,[팀장님|J] [어제|D] 일정,[팀장님|J] 일정 조회,[cfo|J] 일정,[cho|J] 일정,[ceo|J] 일정,[cto|J] 일정,[글피|D] 일정,일정 궁금해,스케쥴,[남진우|P] 일정 조회,[남진우|P] 뭐해,[남진우|P] [부장|J] 뭐해,[남진우|P] [부장|J] 뭐하나,[남진우|P] [부장|J] 지금 뭐하나,[남진우|P] 놀고 있어,[남진우][팀장|J] 뭐해,[남진우|P] 놀고 있나,[남진우|P] 놀고있어,[남진우|P] 놀고있니,[남진우|P] 어디서 뭐하고 있어,[엄희윤|P] [대리|J] 뭐해,[남진우|P] [부장|J] 내일 뭐해,[오늘|D] 뭐하지,[내일|D] 뭐하지,[내일|D] 뭐해,[홍길동|P] [차장|J] [내일|D] 일정,[홍길동|P] [내일|D] 일정,[홍길동|P] [부장|J] [내일|D] 일정,[홍길동|P] [대리|J] [모레|D] 일정,[남진우|P] [부장|J] [내일|D] 뭐해,[홍길동|P] [내일|D] 뭐해,[남진우|P] [부장|J] [모레|D] 뭐해,[팀장님|J] 뭐하셔,[팀장님|J] [내일|D] 뭐하셔,[팀장님|J] 어딨어,[내일|D] 일정 알려줘,[내일|D] 일정 확인,오늘 일정 알려줘요,[이보람|P] 일정확인,일정 [이근영|P],엘비야 나의 오늘 일정은 뭐니,나의 오늘 오후 일정,[엄희윤|P] 일정이 어떻게 돼,[팀장님|J] 스케줄,[상무님|P] 뭐 하시나요,[양자성|P] [대리|J] 스케쥴,[홍상희|P]일정,[홍길동|P][대리|J]일정,[홍길동|P][대리|J][오늘|D]일정,[홍길동|P] [대리|J]일정,[홍길동|P] [대리|J] [내일|D]일정,금주 일정,[남진우|P] 뭐하니,플래너 보여줘,[홍길동|P][부장|J]일정,[김의래|P] 전화,[김의래|P]전화,[홍길동|P] 플래너,[내일|D] 일정 어떻게 돼,[홍길동|P] 뭐하냐,[홍길동|P][대리|J] 일정,[홍길동|P][대리|J] 뭐해,나의 일정,본인 일정,[cfo|J] 뭐해,[다음주|D] [월요일|D] 일정,[월요일|D] 일정,[주말|D] 일정,[월요일|D]일정,[다음주|D] [월요일|D]일정,[다음주|D] 일정,[다음주|D]일정,내일정,오늘 회의 몇시지,오늘 모임 몇시지,[20181225|D] 일정,[다음주|D] 내 일정,[홍길동|P] 머해,[홍길동|P] 뭐해,[홍길동|P] 스케쥴,[홍길동|P] 스케줄,[홍길동|P] 일정,그저께 일정,[그저께|D] 일정,[홍길동|P][대리|J] 머해,[홍길동|P] [차장|J] 머해,[남진우|P] [부장|J] 머해,[홍길동|P] [대리|J] 머해,[20171010|D] 일정,[내년|D] [1월 12일|D] 일정,[내년|D] [10월 12일|D] 일정,[내년|D] [1월 1일|D] 일정,[내년|D] [10월 24일|D] 일정,[20171030|D] 일정,[홍길동|P]님 일정,[홍길동|P] [오늘|D] 일정,[다음주|D] [금요일|D] [전무님|J] 일정,[전무님|J] [다음주|D] [금요일|D] 일정,[전무님|J] [다음주|D] 일정,[남진우|P] [부장|J] 일정조회,[남진우|P] [부장|J] 일정 조회,오늘의 일정,[지지난주|D] [월요일|D] 일정,[홍길동|P] [내일|D] 일정조회,[홍길동|P] [내일|D]일정 조회,오늘 약속,[홍길동|P]은 뭐해,[어제|D] 일정,[그제|D] 일정,[모레|D] 일정,[팀장님|J] 머하셔,오늘 일정 말해,내일 회의 알려줘,[팀장님|J] 머해,[진충렬|P] 일정,플레너 확인,플레너,[다담주|D] 일정,오후일정,남은 일정,[홍길동|P] 어딨어,[홍길동|P] 어디 있어,[김상영|P] [차장|J] 어딨어,[김상영|P] [차장|J] 어디 있어,[이복균|P] 일정 확인,[남진우][팀장|J] 위치,[홍길동|P] 위치,[팀장님|J] 어디 가신거야,[팀장님|J] 어딨지,[임창덕|P] [법인장|J] 일정조회,[김가원|P] [차장|J] 일정조회,[김가원|P] [차장|J] 일정 조회,[남진우|P] 팀장 일정,[남진우|P] 팀장 일정조회,[사장실|O] [김영섭|P] [사장|J] 일정 조회,[팀장|J] 일정좀 알려줘,[팀장님|J] 일정,[우리팀|O] [류한민|P] [차장|J] 일정 조회,[우리팀|O] [차경복|P] [대리|J] 일정 조회,[우리팀|O] [차경복|P] [대리|J] 일정조회,[우리팀|O] [차경복|P] [대리|J] 일정,[우리팀|O] [차경복|P] 일정 조회,[20171030|D] [박선주|P] 일정,[20171030|D] [박선주|P] [책임|J] 일정,[이지영|P] [책임|J] [어제|D] 일정,[이지영|P] [책임|J] [어제|D] 일정 조회,[어제|D] [이지영|P] 일정,[어제|D] [이지영|P] 일정 조회,[어제|D] [이지영|P] [책임|J] 일정,[어제|D] [이지영|P] [책임|J] 일정 조회,[이지혜|P] [선임|J] [어제|D] 일정 조회,[이지혜|P] [사원|J] [어제|D] 일정 조회,[이지혜|P] [선임|J] [20171030|D] 일정,[이지혜|P] [사원|J] [20171030|D] 일정,[홍길동|P] 어디 있는지 알려주세요,[홍길동|P] 어디 있는지 알려줘,dlfwjd,엘비야 일정 알려줘,엘비야 [홍길동|P] 일정 알려줘,엘비야 [팀장님|J] 일정 알려줘,엘비야 [20181225|D] 일정 알려줘,[cao|J] 일정,팀원 일정조회",/ _vpaA48963,2017.07.20 10:45:32 / 2025.06.20 11:14:15,2025.06.20 11:14:15,${userName}님의 일정을 조회합니다.
INT19c0a50f568042bb80f6a3c6f919de82,조회,임직원 검색,EP,"[전처리겸용],임직원",사용,1537632,93,[홍길동|P] 조회,임직원 검색,"임직원 검색,[홍길동|P] 조회,[홍길동|P],[우리팀|O] [홍길동|P] [차장|J] 조회해줘,[우리 조직|O] [이영우|P] [차장|J],[담당님|J],[상무님|J],[사업부장님|J],[부사장님|J],[전무님|J],[홍길동|P]을 찾아줘,[업무혁신팀|O] 팀장,[우리팀|O] [홍길동|P],[이영우|P] [차장|J],[하이테크사업부|O] [홍길동|P] [차장|J],[하이테크사업부|O] [홍길동|P],[조호연|P] 이메일,[고효석|P]에게 전화해 줘,[한유진|P] [사원|J] 찾아줘,[주형민|P]이 누구지,[이정섭|P] [대리|J] 연결해줘,[전현호|P] 주소,[홍길동|P] 연락처,[허준희|P] 전화 걸어줘,[홍길동|P] 전화번호,[홍길동|P] 전화번호 알려줘,[홍길동|P] [대리|J] 전화번호,[문찬우|P]에게 전화해줘,[허경희|P] 전화번호를 알려줘,[정향선|P] [총괄|J] 핸드폰 번호,[정향선|P] [총괄|J] 핸드폰번호,[정향선|P] [총괄|J] 핸드폰,[홍길동|P][부장|J],[우리팀|O][홍길동|P],[팀장님|J] 누구니,[ceo|J]가 누구야,[서경진|P] 누구야,[홍길동|P][과장|J] 전화번호,[이계훈|P] [차장|J] 연락처,[이재환|P] 찾아줘,[신용|P][과장|J],[팀장|J],[이동언|P] [전무|J] 전화번호,[이동언|P] [전무|J] 연락처,[팀장|J] 전화번호,우리 [팀장님|J],[uc유통사업팀|O] [홍길동|P],[강유경|P] 핸드폰번호,[강유경|P] 번호,[강유경|P] 핸드폰,[업무혁신팀|O] [김혜정|P],[업무혁신팀|O] [김혜정|P] [부장|J],[uc서비스팀|O] [이은정|P],[uc서비스팀|O] [이은정|P] [차장|J],[홍길동|P] 블로그,[외주구매팀|O] [소병우|P] [과장|J],[이동언|P] [전무|J]의 전화번호가 뭐야,[김연수|P] [대리|J] 블로그,[김연수|P] 블로그,[김연수|P] [대리|J] 블로그 찾아줘,[김군열|P] 연락처 뭐야,[김군열|P] 전화번호 뭐야,우리 [팀장님|J] 은 누구셔,[재무회계팀|O] [고경하|P] [과장|J],[uc서비스팀|O] [팀장|J],[scm팀|O] [박수진|P] 팀장,[scm팀|O] [박수진|P] [책임|J],[업무혁신팀|O] [차충원|P] [책임|J],[이상훈|P] 이메일 뭐야,[이상훈|P] 이메일 좀 알려줘,[나환준|P] 연락처 알려줘,[이경숙|P] [책임|J] 휴대폰,[홍길동|P]이 누구야,[ceo|J] 누구,[cfo|O]는 누구야,[cto|O] 누구,[홍길동|P] 전화 번호,[업무혁신팀|O] [박근경|P],[메시징플랫폼팀|O] [이은정|P],[cao|O] 누구,[cso|O] 누구,[cso|J],[대표이사님|J] 누구,[대표이사님|J] 조회,[대표님|J] 조회,[대표님|J] 누구,[대표이사|J] 조회,[대표이사|J] 누구,[대표님|J],[대표이사님|J],[홍길동|P] [책임|J],[홍길동|P] [사원|J],[홍길동|P] [책임님|J]",/ _vpaA48963,2017.07.20 10:45:33 / 2025.06.20 11:13:38,2025.06.20 11:13:38,임직원 검색 결과입니다.
INT5d1971f559074b5a9837f500b66ff939,질의응답,U-Cloud FAQ,Ucloud,"클라우드,cloud",사용,393,10,u-cloud,u-cloud faq 안내,"u-cloud faq 안내,u-cloud faq,클라우드 엘비,클라우드 예외,u-cloud 관련 조회를 했는데 lcp 관련 답변이 나오네요,u-cloud,클라우드 문의,클라우드 문의하는데 어디 있어,클라우드 faq,맥북 클라우드에서 한영전환 키",_vpaA33203 / _vpaA33203,2023.10.09 18:28:18 / 2025.06.18 16:40:15,2025.06.18 16:40:15,"### **U-Cloud FAQ**
---
**U-Cloud** 관련 FAQ 정보가 궁금하세요?**

U-Cloud 접속 화면 우측 하단의 **클라우드 엘비** 또는 화면 하단의 **클라우드 FAQ**를 참고 하시면 됩니다.

**[[클라우드 FAQ 바로가기 >>]](https://ucloud.lgcns.com/vmCube/Board/FaQ/FaqList)**
**[[BBS > 시스템 > U-Cloud 문의하기 게시판 바로가기>>]](https://ep.lgcns.com/lightpack/board/boardItem/listBoardItemView.do?boardId=173197349507945&popupYn=false)**

[![2023-10-09 클라우드 앨비.PNG 첨부이미지](/api/rest/attfile/80c06ab7ac8946b39c3435a711a43719_thumb)](/api/rest/attfile/80c06ab7ac8946b39c3435a711a43719)

※ [[담당자 정보]](?action=inquiry&actionParams={}&actionMessage=클라우드 담당자)
※ Help Desk : 1644-3888 통하여 클라우드, 담당자 문의도 가능합니다."""
INT06a874ee82dc40408d32dc7c7df0d48a,질의응답,lg cns 상암센터 인천센터 고정ip 신청,인프라,,사용,393,12,상암센터 ip 할당,LG CNS 상암센터/인천센터 고정IP 신청 안내,"lg cns 상암센터 인천센터 고정ip 신청,lg cns 상암센터 ip 할당 방법,lg cns 인천센터 ip 할당 방법,상암센터 ip 할당,인천센터 ip 할당,lg cns 상암센터 고정ip 할당 요청,lg cns 상암센터 고정ip 요청,lg cns 인천센터 고정ip 요청,lg cns 상암센터 고정ip 신청,lg cns 인천센터 고정ip 할당 요청,lg cns 인천센터 고정ip 신청,lg cns ddmc 인천센터 고정ip 신청",_vpasys / _vpaA33203,2018.12.27 12:29:41 / 2025.06.18 16:36:42,2025.06.18 16:36:42,"LG CNS 상암센터 고정**IP** 신청 안내
||||
**[[OfficePlus> MyWork> Work&Life 신청서> '[상암센터] 고정IP 신청서']](https://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=4730)** 양식으로 신청"
INT5b3374ef569d455899bc64df856d234f,질의응답,messenger,시스템 FAQ,"m-messenger,엠메신저,mmessenger,m메신저,messenger,mtalk",사용,27565,54,messanger,Messenger 안내,"m-messenger,유캡 설치,유캡 사용,ucap 설치,ucap 설치하고 싶어요,ucap설치,ucap 어디서 받어,mmessenger,mmessenger 설치하고 싶어요,mmessenger 설치,messenger 설치,mmessenger설치,messenger설치,메신저설치,메신저 설치,m 설치,m설치,m메신저 설치,엠메신저 설치,엠메신저,m메신저,메신저 다운로드,사내 메신저,사내 표준 메신저,메신저,mobile 메신저는 어디서 깔아요,메신져,messager,messanger,mmessanger,u-cap 다운로드,메신저 아이디,lgucap,lg ucap,ukep,매신져,mmesenger,mmessnger,메신져 설치,유캡,m-messenger 설치,메신저 실행이 안 될 때,메신저 보관주기,messenger의 비밀번호 변경 방법을 답변에 작성해 주세요,messenger의 비밀번호 변경 방법을 알려주세요,messenger의 비밀번호 변경 방법,messenger의 비밀번호 변경,메신저 비밀번호 변경,메신저 비밀번호,모바일 메신저,mobile messenger,엠메신져 다운로드,m messanger 다운,m messange",admin / 70976,2017.09.27 15:36:49 / 2025.06.17 10:10:26,2025.06.17 10:10:26,"### **M-Messenger 안내**

---

LG그룹의 서브원, LG CNS, LG U+의 3사가 제공하는 UC솔루션

||||

M-Messenger는 **[[M-Messenger 홈페이지]](http://www.lgucap.com/)**에서 설치 파일 다운로드가 가능합니다.

※ **비밀번호 초기화(변경방법)** : 메신저 로그인 화면 하단 비밀번호 변경 관련 텍스트 버튼 클릭 후 본인인증 후 비밀번호 초기화 후 사용하시면 됩니다.

※ HelpDesk: 1661-9066"
INT333d2d775f0848fdab537f7332da29d5,질의응답,우리회사 소개,우리 회사,,사용,4761,30,lg cns 홈페이지,LG CNS 소개,"lg cns 소개,우리 회사에 대해 알려줘,lg cns에 대해 알려줘,lg cns 안내,엘지씨엔에스에 대해 알려줘,우리 회사 회사명,우리 회사 상호,엘지씨엔에스 소개,우리 회사 소개,회사 소개,lg cns,우리 회사,우리회사 정식명칭,씨엔에스,lg cns 홈페이지,우리 회사 홈페이지,엘지씨엔에스 홈페이지,lg cns homepage,우리회사 자본금,자사 소개,자사 업종,정관,자회사 검색,lg cns 계열사,lg cns 소개 자료,cns뜻,cns 의미,회사소개서,lg cns 소개서,회사소개자료",_vpatutor / _vpaA33203,2018.12.17 13:57:47 / 2025.06.16 13:42:10,2025.06.16 13:42:10,"### **LG CNS 소개**
---
**LG CNS**는 Smart Technologies & Services를 통해 고객에게 기대, 그 이상의 가치를 드리는	Global IT서비스 전문 기업입니다.
||||
* **법인명**: (주) 엘지씨엔에스
* **설립년월**: 1987년 1월
* **대표이사**: 현신균
* **인원수**: 약 6801명 (2024)
* **매출액**: 5조 9826억 원 (2024년, IFRS 연결기준)
* **본사위치**: [07795] 서울시 강서구 마곡중앙8로 71 LG사이언스파크 E13, E14
* **사업분야**: 컨설팅, 시스템 통합, 아웃소싱, ERP/BI, IT인프라솔루션, IT컨버전스, 클라우드, AI, 빅데이터, IoT, 블록체인 등 IT 신기술

**[[LG CNS 홈페이지 바로가기>> ]](https://www.lgcns.com)**
**[[About LG CNS 바로가기 >>]](https://www.lgcns.com/company/About/lgcns)**
**[[지속가능 경영보고서 다운로드 >>]](https://www.lgcns.com/CSM/ManagementReport)**
**[[LG CNS 소개영상 바로가기 >>]](https://www.lgcns.com/PR/Publicity)**
**[[LG CNS 개요, 역사, 뜻(나무위키) 바로가기 >>]](https://namu.wiki/w/LG%20CNS)**
**[[LG CNS 회사소개서(국문PT용, 영문PT용) 바로가기 >>]](https://lgcns.sharepoint.com/sites/marketingcontents/NEW/Forms/AllItems.aspx)**"
INT489bc7cf0974494199c2fe5029f83f05,질의응답,직원 식당 사원증 사용 방법,U-Service,"직원식당,사원증",사용,6825,32,* 직원 식당에서 사원증 사용,직원 식당에서 사원증 사용,"직원 식당에서 사원증 사용,직원 식당에서 id카드 사용하려면,구내 식당에서 id카드 사용,직원 식당에서 사원증 사용 방법,직원 식당에서 아이디카드 사용 방법,구내 식당 사원증 사용 방법,구내 식당 id카드 사용 방법,구내 식당 아이디카드 사용 방법,직원 식당 사원증 사용 방법,구내식당은 id카드가 될까,직원식당은 id카드가 될까,구내식당에서 id카드 사용해도 될까,구내식당 아이디카드,직원식당 아이디카드,직원식당 사원증,직원식당 사용,식권구매,식권구매 방법,식권구매 방법 알려줘,식권 사려면,id 카드 식사,id 카드 결재,사원증 결재,사원증 결제,식당 결재,식당결제,사원증 식사,사원증 충전,사원식당,id카드 식사,사원증결제,사원증 식당",/ 70976,2017.08.10 11:02:10 / 2025.06.04 09:37:04,2025.06.04 09:37:04,"**직원 식당 사원증 사용 안내**입니다. 
|||| 
1. **LG사이언스파크** 
   : 사원식당(풀무원 ECMD), 전문식당, 행복마루, GS25, U+ Café에서 **사원증으로 결제가 가능**합니다. (사원증 정보 자동 연계)
	 : 교체발급한 아이디카드는 식당 또는 식권파는 곳에서 직접 등록 후 사용 가능합니다.
	 
	 **협력직원**인 경우 사원식당에서 **협력사ID카드를 이용**하여 **충전 및 식권 구입 가능**합니다.
	  (사원식당 내 식권 충전소에서 10:00시 ~ 13:00시 까지 충전 및 구매 가능 합니다.)

2. **트윈타워(강서) 아워홈** 
   : **정직원**인 경우 사전에 ID카드를 [[아워홈에 등록]](https://uservice.lgcns.com/LGCNS.SV.MAIN/WEL/MealCard/SVWEL_frmMealCard.aspx?MenuID=SVREQ0901) 후 이용이 가능합니다. 
	  **협력직원**인 경우 CNS사번, 소속팀, 성명을 담당자에게 메일 요청

3. **상암 LG U+ 아워홈** 
   : 사용 신청을 별도로 하지 않아도 사원증으로 이용하실 수 있습니다. (사원증 정보 자동 연계)
	 
※ LG CNS 임직원은 사원증으로 결제 시 급여 공제됩니다."
INTef35fd0de0d343d5a2b8325fd9a6fb91,질의응답,행복마루 카페,U-Service,"카페,커피,까페",사용,11700,15,행복마루 메뉴,*행복마루 카페 안내,"행복마루,id카드 행복마루 등록 방법,사원증 행복마루 등록 방법,사원증교체재발급을 받았는데 행복마루에서 사용이 불가,사원증을 행복마루에서 사용하려면,id카드를 행복마루에서 사용하려면,사원증 행복마루 사용 방법,행복마루에서 사원증 사용이 안돼요,행복마루에서 사원증으로 결제가 안돼요,행복마루 사원증 등록,행복마루 어디야,행복마루 몇시에 해,마곡 까페,행복마루 메뉴,케이터링",/ _vpaA33203,2017.08.10 08:49:13 / 2025.05.27 13:45:44,2025.05.27 13:45:44,"**행복마루 카페 안내**

||||

▶ **위치**
**-** LG사이언스파크 E9~E14 지하 1층
**-** LG사이언스파크 E14 3층
**-** 상암 IT센터 1층
**-** 상암DDMC 12층

▶ **운영시간**: 08:00~17:00

▶ **휴게시간**: 10:00~11:00

▶ **결제 방법**
: 사원증, 신용카드 (현금결제 불가) 

▶ **대표 메뉴**
**-** 아메리카노 990원
**-** 카페라떼 1600원
**-** 캐모마일/쿨민트/루이보스 1700원
**-** 한라봉 오미자차 1800원
**-** 에이드(레몬/자몽) 2400원
**-** 플래인 요거트 2500원

※ 신규 및 재발급 받은 사원증을 행복마루에서 사용하려면, 지하 구내식당 또는 식권파는 곳에서 직접 사원증 등록을 하셔야 합니다.

※ 커피 케이터링 신청 및 카페 문의처: 행복마루(02-6930-5833,5834)"
INTd3fb9d37e3584859b107c6ccc6dcda7a,질의응답,물리보안 안내,인프라,"물리보안,출입기록,자산관리",사용,140,76,자동추적,물리보안 안내,"물리보안 안내,물리보안,융합보안,secuxper,시큐엑스퍼,보안시스템,출입관리,인증시스템,rfid,전자태그,생체인식,경비시스템,비밀번호시스템,안전장치,경고시스템,접근제어,보안프로토콜,침입감지,cctv,비디오분석,실시간모니터링,경고알림,클라우드저장,영상기록,사용자인터페이스,이벤트감지,원격접근,데이터관리,보안관제,자동추적,객체인식,영상처리,네트워크카메라,출입통제솔루션,영상감시솔루션,통합관제솔루션,secuxper idp,secuxper intelli-vms,ai analyzer,secuxper psim,digital twin,융합보안플랫폼,상황인식,데이터통합,모니터링대시보드,실시간분석,시스템연동,리포트생성,프로세스최적화,iot기술,시뮬레이션,의사결정지원,위험관리,중앙관리,사용자접근제어,통합보안,위험평가,데이터분석,접근통제,긴급대응계획,자동화시스템,실시간감시,모바일앱,클라우드기반,보안장비,자산추적,정보공유,상황관리,교통관리시스템,선별검색,비상대피 인원 dx,web viewer,물리보안포털,무인보안검색,secuxper ssm,버스관리시스템",_vpaA33203 / _vpaA33203,2025.05.19 13:25:10 / 2025.05.19 15:38:48,2025.05.19 15:38:48,"**물리보안** 안내입니다.
||||
▶ **물리보안 이란?** 
LG CNS의 융합보안솔루션은 다년간의 경험과 고객 비즈니스에 대한 깊은 이해를 바탕으로 최신 보안 기술을 통합하여 기업 환경에 최적화된 물리보안 및 정보보안의 융합 서비스를 제공합니다. AI 영상 분석과 같은 첨단 기술을 활용하여 보안 위협을 사전에 예측하고 대응하며, 다양한 고객의 니즈를 충족하는 맞춤형 부가 서비스를 개발하여 제공함으로써 보안 수준을 한층 강화합니다.

▶ **솔루션 내용**
- **출입통제솔루션 (SecuXper IDP & 단말 장치)** : 웹 기반의 엔터프라이즈급 출입통제시스템으로, 다양한 인증 매체(카드, 생체 정보, 모바일 사원증)를 지원하며, 정책 기반의 유연한 권한 관리를 통해 보안성과 편의성을 동시에 제공합니다. XID 시리즈 카드 단말기와 SensePass 안면인식 단말기 등 고성능 장치를 통해 강력한 출입 보안 환경을 구축합니다.
- **영상감시솔루션 (SecuXper Intelli-VMS & AI Analyzer)** : 고해상도 영상 데이터를 효율적으로 처리·관리하고, AI 딥러닝 기반의 지능형 영상 분석을 통해 실시간으로 침입, 배회, 쓰러짐, 산업안전 위협 요소 등을 감지하여 즉각적인 대응을 가능하게 합니다. GIS 기반 관제, 다양한 영상 장비 연동을 통해 포괄적인 영상 모니터링 환경을 제공합니다.
- **통합관제솔루션 (SecuXper PSIM & Digital Twin)** : 출입통제, 영상감시 등 다양한 물리보안 시스템과 센서 정보를 통합하여 맵(Map) 기반으로 직관적인 상황 인지 및 이벤트 관제를 지원합니다. Digital Twin 기술을 활용하여 현실 공간을 가상에 정밀하게 복제하고, 시뮬레이션을 통해 최적의 보안 운영 및 관리 방안을 도출하여 보안 효율성을 극대화합니다.
- **부가서비스 (융합보안플랫폼 & 추가 기능)** 
1) **융합보안플랫폼** : 다양한 시스템 및 솔루션의 운영 데이터를 수집하여 웹 기반 대시보드를 통해 실시간 모니터링 및 정형화된 차트 위젯으로 시각화하여 제공합니다.
2) **추가 기능** : 보안 검색 효율을 높이는 **선별검색**, 비상 상황 시 신속한 인원 파악을 위한 **비상대피 인원 DX**, 운영 비용 절감을 위한 **무인 보안검색**, 웹 브라우저 기반 영상 관제 **Web Viewer**, 자산 반출입 및 외부인 방문 관리를 위한 **물리보안포털**, IoT 기기 보안 강화를 위한 **SecuXper IoT**, 소프트웨어 기반 암호키 관리를 지원하는 **SecuXper SSM**, 효율적인 통근버스 운영을 위한 **버스관리시스템** 등 다양한 맞춤형 기능을 제공하여 보안 운영의 효율성과 편의성을 극대화합니다.

▶ **관련 자료 다운로드**
**[[LG_CNS_오퍼링_LG CNS 융합보안솔루션 소개.pdf 다운로드 >>]](https://thefutureinside.lgcns.com/OfferContent/Index?idx=122)**

▶ **문의처**
**[보안사업 2팀 정용원 책임](?action=inquiry&actionParams={""userIds"":""80936"",""completeType"": ""Y"",""searchUserYn"":""Y""})**"
INT41a6a15a8d1343588e07f3c284a5208d,질의응답,출입카드 사용기간 연장,U-Service,"출입카드,기간,연장,출입카드 연장",사용,2422,9,id카드 연장,출입카드 사용기간 연장,"단기 출입카드 사용기간 연장,단기 출입카드 기간 연장 가능한가요,단기 출입카드 연장,장기 출입카드 연장,출입카드 사용기간 연장,장기 출입카드 사용기간 연장,id카드 사용기간 연장,id카드 연장,장기 id카드 사용기간 연장",/ 70976,2017.08.09 21:07:13 / 2025.04.22 16:48:42,2025.04.22 16:48:42,"계약기간 1년 이상인 도급계약/사무직파견 협력직원의 ID카드는 **[""U-Service>출입(ID카드)/반출입>사원증 발급 신청>협력직원(ID카드)""](https://uservice.lgcns.com/LGCNS.SV.MAIN/ENT/CARD/SVENT_frmPerContCard.aspx?PER_APPLY_TYPE=O&MenuID=SVENT0102)**화면에서 신청할 수 있고 사용 만료일이 없어 사용중에 연장이 필요하지 않습니다.

단기 출입카드는 최대기간 6개월만 사용 가능하고,  **[""U-Service>출입(ID카드)/반출입>출입카드 대여신청>출입카드(단기 임시)""](https://uservice.lgcns.com/LGCNS.SV.MAIN/ENT/CARD/SVENT_frmStPropCard.aspx?ST_APPLY_TYPE=S&MenuID=SVENT0103)**화면에서 신청할 수 있습니다. 
**단기 출입카드는 기간 만료 시 연장이 불가하므로 기존 카드는 반납하고 신규로 단기 출입카드를 신청하셔야 합니다.**"
INTc86d3491bf9142eb996b5f11eab071f0,질의응답,협력직원단기출입카드 반납,U-Service,"출입카드,출입카드 반납",사용,1409,11,* 협력직원 단기출입카드 반납,(협력직원) 단기출입카드 반납,"협력직원 단기출입카드 반납,단기출입카드 반납,협력사아이디카드반납,협력사출입카드반납,협력회사 id 카드 반납,출입증반납,출입증반납 알려줘,협력사 사원증 반납,협력사 사원증 반납 알려줘,협력인원 출입카드 연장,출입카드 연장",_vpasys / 70976,2020.07.03 16:22:27 / 2025.04.22 16:33:56,2025.04.22 16:33:56,"**(협력직원)단기 출입카드 반납** 안내입니다.
||||
대여하신 출입카드의 사용기간 종료 메일을 받으신 경우 하기의 내용 참고하셔서 처리 부탁드립니다.
**단기출입카드는 기간 연장이 불가하오니 반납하여 주시기 바랍니다.**
출입카드 사용이 필요한 경우 기존 카드는 반납하고 **[[""U-Service>출입(ID카드)/반출입>출입카드 대여신청>출입카드(단기 임시)""]](https://uservice.lgcns.com/LGCNS.SV.MAIN/ENT/CARD/SVENT_frmStPropCard.aspx?ST_APPLY_TYPE=S&MenuID=SVENT0103)**메뉴에서 신규로 신청하시기 바랍니다.

▶ 반납처  
1. **본사(마곡)** 1층 안내데스크 (02-2099-0115~0118) / **사내행낭으로 반납시** 안내데스크로 미리 연락 부탁드립니다.

2. **상암/인천/가산/부산센터에서 발급받으신 단기출입카드**는 **하기 담당자에게 반납**해주시기 바랍니다.
: 상암센터 : 데이터센터운영팀 김유림대리
: 인천센터 : 데이터센터운영팀 김유림대리
: 가산센터 : 데이터센터운영팀 남경민대리
: 부산센터 : 데이터센터운영팀 홍미진과장

3. **문의처** : HelpDesk (1644-3888)"
